contract_id,customer_id,vehicle_model,dealer_region,credit_score,amount_financed,monthly_payment,days_past_due,contract_date
CON-004215,CUST-00862,E-Class Sedan,Southeast,604.0,39878.02,680.61,0,2025-10-22
CON-004216,CUST-00783,GLE SUV,Southwest,787.0,46811.63,1109.41,0,2025-10-13
CON-004217,CUST-00859,EQE Electric,Midwest,582.0,73374.0,1798.43,0,2024-01-13
CON-004218,CUST-00931,EQE Electric,Midwest,794.0,67714.75,706.49,0,2024-09-10
CON-004219,CUST-00289,E-Class Sedan,Northeast,691.0,101532.46,1731.83,0,2024-03-21
CON-004220,CUST-00724,GLE SUV,Southwest,771.0,48652.19,1571.53,0,2025-12-22
CON-004221,CUST-00893,E-Class Sedan,Pacific,626.0,117968.09,1763.88,0,2025-01-07
CON-004222,CUST-00272,GLE SUV,Midwest,800.0,61780.6,733.45,0,2025-01-28
CON-004223,CUST-00930,EQE Electric,Midwest,766.0,71458.52,777.57,0,2025-02-21
CON-004224,CUST-00066,S-Class Luxury,Southeast,629.0,58353.33,521.93,0,2024-02-28
CON-004225,CUST-00483,C-Class Sedan,Northeast,776.0,84245.91,1442.11,0,2024-05-07
CON-004226,CUST-00936,S-Class Luxury,Midwest,795.0,39983.44,1337.32,0,2025-06-24
CON-004227,CUST-00248,C-Class Sedan,Midwest,800.0,47722.59,731.49,0,2024-11-28
CON-004228,CUST-00156,EQE Electric,Pacific,669.0,98392.8,1528.49,0,2024-10-08
CON-004229,CUST-00047,S-Class Luxury,Pacific,811.0,50852.55,888.95,0,2025-08-02
CON-004230,CUST-00935,S-Class Luxury,Southeast,837.0,55018.73,675.49,0,2024-07-25
CON-004231,CUST-00454,E-Class Sedan,Southeast,732.0,102403.49,1049.33,30,2024-09-28
CON-004232,CUST-00201,GLS Luxury SUV,Southeast,835.0,42930.6,618.26,0,2024-11-04
CON-004233,CUST-00660,EQE Electric,Pacific,837.0,72185.27,842.22,45,2025-02-06
CON-004234,CUST-00124,GLE SUV,Pacific,644.0,36960.39,982.73,15,2024-06-23
CON-004235,CUST-00001,EQE Electric,Northeast,769.0,64478.63,1607.42,0,2024-08-05
CON-004236,CUST-00968,GLE SUV,Southwest,670.0,94413.42,1530.31,0,2025-11-02
CON-004237,CUST-00759,GLE SUV,Southwest,752.0,42658.78,1075.58,0,2024-11-21
CON-004238,CUST-00855,C-Class Sedan,Northeast,826.0,110508.44,1441.95,0,2024-09-09
CON-004239,CUST-00640,GLE SUV,Southwest,835.0,112307.42,1239.24,0,2025-03-29
CON-004240,CUST-00191,GLE SUV,Pacific,695.0,43924.18,943.09,0,2024-07-07
CON-004241,CUST-00579,E-Class Sedan,Southwest,628.0,119212.26,1443.64,0,2025-03-18
CON-004242,CUST-00516,S-Class Luxury,Pacific,806.0,60290.01,1388.55,0,2024-05-09
CON-004243,CUST-00442,EQE Electric,Northeast,648.0,42148.64,1304.82,0,2025-04-29
CON-004244,CUST-00921,EQE Electric,Southeast,705.0,35430.7,1303.34,0,2024-01-03
CON-004245,CUST-00815,GLE SUV,Northeast,792.0,69724.45,1387.88,0,2024-12-16
CON-004246,CUST-00806,GLS Luxury SUV,Southwest,632.0,88533.85,999.91,15,2025-07-08
CON-004247,CUST-00143,EQE Electric,Pacific,691.0,63235.24,1629.8,0,2024-05-12
CON-004248,CUST-00191,GLE SUV,Southwest,738.0,106120.98,711.0,0,2025-11-20
CON-004249,CUST-00533,C-Class Sedan,Southwest,819.0,95911.53,1649.05,0,2025-05-08
CON-004250,CUST-00227,C-Class Sedan,Southeast,729.0,64763.73,944.97,15,2024-09-22
CON-004251,CUST-00313,C-Class Sedan,Southwest,718.0,97416.32,662.54,0,2024-01-24
CON-004252,CUST-00629,GLE SUV,Southeast,,114941.46,1280.04,15,2025-06-17
CON-004253,CUST-00949,E-Class Sedan,Pacific,722.0,"$42,913.16 USD",988.78,0,2024-01-03
CON-004254,CUST-00302,GLS Luxury SUV,Pacific,717.0,61018.84,1560.15,0,2025-10-31
CON-004255,CUST-00654,GLE SUV,Southeast,,74382.7,1060.02,0,2025-03-02
CON-004256,CUST-00996,E-Class Sedan,Northeast,687.0,77329.16,1369.13,0,2024-01-04
CON-004257,CUST-00460,E-Class Sedan,Pacific,738.0,"$81,086.63 USD",900.74,0,2025-09-10
CON-004258,CUST-00401,EQE Electric,Northeast,593.0,60553.29,772.29,0,2025-05-17
CON-004259,CUST-00551,GLE SUV,Pacific,701.0,91717.07,1004.46,0,2024-08-19
CON-004260,CUST-00393,GLE SUV,Pacific,794.0,89832.18,1288.85,0,2024-03-12
CON-004261,CUST-00867,E-Class Sedan,Midwest,604.0,84114.83,1354.03,0,2024-03-28
CON-004262,CUST-00764,E-Class Sedan,Southwest,748.0,44669.75,1251.67,0,2025-06-11
CON-004263,CUST-00845,E-Class Sedan,Southwest,682.0,75542.27,1784.47,0,2025-08-25
CON-004264,CUST-00207,EQE Electric,Northeast,619.0,65279.29,1398.42,0,2025-03-25
CON-004265,CUST-00210,GLE SUV,Southwest,814.0,76738.27,1710.98,0,2025-03-14
CON-004266,CUST-00115,E-Class Sedan,Northeast,668.0,113358.65,653.31,0,2025-06-15
CON-004267,CUST-00737,C-Class Sedan,Pacific,679.0,75845.16,579.78,0,2025-03-10
CON-004268,CUST-00646,GLE SUV,Midwest,723.0,36188.37,904.29,0,2025-12-24
CON-004269,CUST-00251,EQE Electric,Midwest,661.0,72301.12,677.57,0,2024-03-24
CON-004270,CUST-00219,C-Class Sedan,Pacific,656.0,"$104,755.10 USD",1183.63,30,2024-12-04
CON-004271,CUST-00407,S-Class Luxury,Southeast,638.0,101305.18,1174.68,0,2024-05-05
CON-004272,CUST-00443,GLE SUV,Southeast,808.0,78638.16,1247.56,0,2025-07-16
CON-004273,CUST-00603,S-Class Luxury,Southwest,670.0,56230.37,1468.8,0,2024-01-18
CON-004274,CUST-00354,E-Class Sedan,Northeast,580.0,74532.54,1762.73,0,2025-09-20
CON-004275,CUST-00888,EQE Electric,Midwest,848.0,82914.69,1641.74,0,2025-09-27
CON-004276,CUST-00558,E-Class Sedan,Southwest,776.0,119989.07,653.88,0,2025-06-23
CON-004277,CUST-00550,EQE Electric,Pacific,657.0,89755.14,940.07,0,2024-12-10
CON-004278,CUST-00142,GLS Luxury SUV,Midwest,720.0,94012.52,832.57,0,2025-04-12
CON-004279,CUST-00612,E-Class Sedan,Northeast,650.0,76773.6,729.86,0,2024-05-20
CON-004280,CUST-00501,S-Class Luxury,Northeast,629.0,65131.61,1208.14,0,2024-01-06
CON-004281,CUST-00840,EQE Electric,Southeast,659.0,104101.0,1219.24,0,2025-10-30
CON-004282,CUST-00702,E-Class Sedan,Southwest,814.0,77069.25,795.42,0,2025-09-09
CON-004283,CUST-00547,GLE SUV,Pacific,734.0,119548.66,1425.47,0,2025-09-22
CON-004284,CUST-00659,EQE Electric,Midwest,639.0,73855.25,1452.79,0,2025-10-10
CON-004285,CUST-00542,EQE Electric,Northeast,612.0,40780.02,527.27,0,2025-06-24
CON-004286,CUST-00846,E-Class Sedan,Midwest,706.0,93019.14,1014.49,0,2025-11-08
CON-004287,CUST-00507,GLS Luxury SUV,Pacific,800.0,38964.52,1657.18,0,2024-03-05
CON-004288,CUST-00596,E-Class Sedan,Midwest,779.0,56292.64,1176.41,0,2024-02-25
CON-004289,CUST-00881,S-Class Luxury,Southwest,705.0,65067.75,951.92,0,2024-04-05
CON-004290,CUST-00281,S-Class Luxury,Southeast,620.0,97856.1,829.78,0,2024-08-02
CON-004291,CUST-00424,EQE Electric,Midwest,664.0,77010.05,816.36,0,2024-02-27
CON-004292,CUST-00856,EQE Electric,Southeast,668.0,37434.9,629.7,30,2025-05-06
CON-004293,CUST-00270,E-Class Sedan,Pacific,621.0,87432.24,1562.39,0,2025-02-08
CON-004294,CUST-00154,S-Class Luxury,Southeast,699.0,69972.08,612.65,0,2024-07-02
CON-004295,CUST-00614,S-Class Luxury,Midwest,612.0,113355.93,879.98,0,2024-10-08
CON-004296,CUST-00727,GLS Luxury SUV,Midwest,732.0,77462.8,559.38,0,2025-12-21
CON-004297,CUST-00662,GLE SUV,Northeast,669.0,95262.89,1515.8,0,2024-06-11
CON-004298,CUST-00944,GLS Luxury SUV,Midwest,683.0,53603.82,551.07,0,2024-03-29
CON-004299,CUST-00083,C-Class Sedan,Southeast,591.0,99682.75,900.79,0,2024-04-06
CON-004300,CUST-00622,GLS Luxury SUV,Northeast,739.0,96281.2,1245.29,0,2025-08-09
CON-004301,CUST-00947,E-Class Sedan,Midwest,775.0,111846.95,1032.43,0,2024-03-28
CON-004302,CUST-00899,GLE SUV,Midwest,841.0,37874.84,866.95,0,2025-06-01
CON-004303,CUST-00426,E-Class Sedan,Pacific,670.0,73037.56,857.75,0,2025-10-29
CON-004304,CUST-00275,C-Class Sedan,Northeast,776.0,92728.21,1537.13,0,2024-03-03
CON-004305,CUST-00713,GLE SUV,Pacific,648.0,43088.93,1766.17,0,2025-06-24
CON-004306,CUST-00284,EQE Electric,Pacific,799.0,69901.35,952.45,0,2024-07-09
CON-004307,CUST-00980,S-Class Luxury,Pacific,793.0,115082.46,550.89,0,2025-12-16
CON-004308,CUST-00173,GLS Luxury SUV,Southwest,725.0,72054.43,547.54,0,2024-10-04
CON-004309,CUST-00327,E-Class Sedan,Pacific,812.0,118759.41,1486.98,0,2025-06-22
CON-004310,CUST-00718,C-Class Sedan,Southeast,813.0,39831.32,1218.08,0,2024-03-25
CON-004311,CUST-00063,S-Class Luxury,Midwest,793.0,96015.53,1518.67,0,2024-11-30
CON-004312,CUST-00073,GLS Luxury SUV,Southwest,640.0,84386.38,1406.75,0,2025-03-16
CON-004313,CUST-00763,S-Class Luxury,Pacific,657.0,77545.87,1679.76,15,2025-12-22
CON-004314,CUST-00636,GLS Luxury SUV,Midwest,674.0,117522.03,1651.57,0,2025-10-11
CON-004315,CUST-00375,EQE Electric,Northeast,795.0,46020.28,1524.83,0,2024-06-20
CON-004316,CUST-00633,GLE SUV,Northeast,792.0,111159.91,1117.75,0,2024-12-04
CON-004317,CUST-00508,S-Class Luxury,Midwest,779.0,93755.43,900.56,0,2025-10-29
CON-004318,CUST-00787,S-Class Luxury,Southeast,610.0,57014.67,1159.13,0,2024-08-16
CON-004319,CUST-00943,S-Class Luxury,Midwest,714.0,111641.88,1152.69,0,2024-06-27
CON-004320,CUST-00398,GLE SUV,Midwest,662.0,71490.07,1293.36,15,2024-09-03
CON-004321,CUST-00120,C-Class Sedan,Southwest,626.0,104209.32,741.93,0,2025-11-04
CON-004322,CUST-00934,GLS Luxury SUV,Northeast,785.0,68051.1,1352.31,0,2025-11-05
CON-004323,CUST-00437,EQE Electric,Northeast,656.0,107329.12,1093.58,0,2025-12-30
CON-004324,CUST-00829,S-Class Luxury,Pacific,838.0,89113.48,1306.27,0,2024-11-12
CON-004325,CUST-00676,GLE SUV,Midwest,671.0,46988.96,811.49,0,2024-10-12
CON-004326,CUST-00936,C-Class Sedan,Midwest,679.0,90221.37,1064.71,0,2024-03-16
CON-004327,CUST-00465,GLS Luxury SUV,Southeast,774.0,51264.3,773.26,15,2025-03-27
CON-004328,CUST-00286,GLE SUV,Northeast,771.0,70013.42,1637.9,0,2024-07-22
CON-004329,CUST-00265,EQE Electric,Southeast,647.0,49475.12,1134.35,0,2025-12-28
CON-004330,CUST-00320,EQE Electric,Southwest,821.0,36871.37,792.48,0,2025-02-27
CON-004331,CUST-00673,GLS Luxury SUV,Pacific,669.0,53010.36,553.57,45,2024-07-11
CON-004332,CUST-00376,S-Class Luxury,Southeast,589.0,80591.62,1378.46,0,2024-10-19
CON-004333,CUST-00820,EQE Electric,Northeast,843.0,75932.68,779.04,30,2025-12-04
CON-004334,CUST-00089,C-Class Sedan,Southwest,847.0,77627.25,1786.46,0,2025-02-16
CON-004335,CUST-00654,GLE SUV,Midwest,697.0,56053.38,1193.81,0,2025-03-14
CON-004336,CUST-00203,C-Class Sedan,Southwest,829.0,93238.7,875.67,0,2024-10-27
CON-004337,CUST-00821,S-Class Luxury,Southeast,638.0,94862.38,1354.98,0,2024-09-16
CON-004338,CUST-00739,C-Class Sedan,Northeast,774.0,65427.27,857.79,0,2024-07-10
CON-004339,CUST-00955,C-Class Sedan,Southeast,629.0,109899.46,1566.36,0,2024-09-27
CON-004340,CUST-00334,E-Class Sedan,Midwest,676.0,89741.97,900.71,0,2025-09-07
CON-004341,CUST-00222,C-Class Sedan,Midwest,706.0,95608.34,1784.72,0,2025-03-07
CON-004342,CUST-00041,GLS Luxury SUV,Northeast,825.0,58573.89,1286.69,0,2025-12-16
CON-004343,CUST-00708,GLE SUV,Pacific,666.0,35051.99,1597.73,15,2025-11-26
CON-004344,CUST-00068,E-Class Sedan,Southwest,656.0,108556.93,594.66,0,2024-08-04
CON-004345,CUST-00988,GLE SUV,Southwest,783.0,104906.07,952.79,0,2024-03-31
CON-004346,CUST-00776,GLE SUV,Midwest,725.0,45471.31,1458.73,0,2024-07-16
CON-004347,CUST-00514,S-Class Luxury,Southeast,728.0,66798.94,1351.58,0,2025-02-02
CON-004348,CUST-00873,S-Class Luxury,Southeast,690.0,91213.84,752.52,0,2024-02-08
CON-004349,CUST-00637,E-Class Sedan,Pacific,708.0,90429.42,963.06,0,2025-12-09
CON-004350,CUST-00622,EQE Electric,Southeast,832.0,108129.78,842.48,90,2025-04-15
CON-004351,CUST-00598,S-Class Luxury,Southwest,745.0,46922.79,1297.38,0,2024-03-19
CON-004352,CUST-00937,S-Class Luxury,Southeast,716.0,71544.88,947.94,0,2025-12-29
CON-004353,CUST-00632,S-Class Luxury,Pacific,590.0,43264.08,901.77,0,2024-04-03
CON-004354,CUST-00127,GLE SUV,Southwest,,68115.6,769.59,0,2025-11-14
CON-004355,CUST-00255,E-Class Sedan,Southeast,738.0,"$36,284.13 USD",1031.74,30,2024-02-12
CON-004356,CUST-00695,GLE SUV,Southwest,795.0,111353.21,754.15,0,2024-05-11
CON-004357,CUST-00016,GLS Luxury SUV,Midwest,605.0,79798.74,1751.34,0,2024-03-17
CON-004358,CUST-00477,GLE SUV,Midwest,,107233.19,700.85,0,2024-08-19
CON-004359,CUST-00062,GLS Luxury SUV,Midwest,681.0,40091.9,1687.3,0,2024-02-08
CON-004360,CUST-00881,C-Class Sedan,Southeast,648.0,54333.94,1057.02,0,2025-07-19
CON-004361,CUST-00432,C-Class Sedan,Pacific,712.0,57047.3,991.23,0,2024-05-30
CON-004362,CUST-00670,GLS Luxury SUV,Southwest,,67868.78,800.72,0,2025-11-30
CON-004363,CUST-00268,GLS Luxury SUV,Northeast,790.0,103243.64,1326.48,15,2025-02-22
CON-004364,CUST-00035,GLE SUV,Midwest,822.0,67857.42,1391.19,0,2024-07-04
CON-004365,CUST-00779,GLS Luxury SUV,Midwest,745.0,52395.55,1107.84,0,2024-11-13
CON-004366,CUST-00576,E-Class Sedan,Northeast,640.0,40524.17,572.42,0,2025-04-08
CON-004367,CUST-00494,C-Class Sedan,Northeast,692.0,41756.8,1694.06,0,2025-03-07
CON-004368,CUST-00562,C-Class Sedan,Southeast,609.0,99604.01,1774.43,0,2024-05-14
CON-004369,CUST-00469,EQE Electric,Southwest,740.0,72808.25,1060.36,0,2025-05-17
CON-004370,CUST-00767,GLS Luxury SUV,Midwest,813.0,96725.4,1297.76,0,2025-11-15
CON-004371,CUST-00661,S-Class Luxury,Pacific,749.0,92994.41,1085.39,0,2024-09-25
CON-004372,CUST-00325,S-Class Luxury,Southeast,765.0,46505.81,918.44,0,2025-03-12
CON-004373,CUST-00304,GLS Luxury SUV,Southeast,636.0,47145.47,600.51,0,2025-09-18
CON-004374,CUST-00276,E-Class Sedan,Pacific,819.0,99204.07,1092.89,45,2025-05-12
CON-004375,CUST-00869,S-Class Luxury,Pacific,836.0,96307.8,1563.9,0,2025-07-04
CON-004376,CUST-00963,EQE Electric,Pacific,780.0,67132.62,522.14,0,2024-12-05
CON-004377,CUST-00684,GLS Luxury SUV,Northeast,685.0,41580.89,1256.74,0,2024-08-29
CON-004378,CUST-00929,E-Class Sedan,Midwest,680.0,36028.33,1645.0,0,2024-08-08
CON-004379,CUST-00201,E-Class Sedan,Northeast,676.0,59493.34,782.81,0,2025-10-19
CON-004380,CUST-00445,GLE SUV,Midwest,732.0,35783.89,738.23,0,2025-11-06
CON-004381,CUST-00905,E-Class Sedan,Northeast,608.0,54556.17,1503.96,0,2024-12-26
CON-004382,CUST-00324,S-Class Luxury,Southwest,732.0,70657.56,831.61,0,2024-07-08
CON-004383,CUST-00035,S-Class Luxury,Midwest,652.0,45320.34,749.58,0,2025-02-16
CON-004384,CUST-00977,GLS Luxury SUV,Southeast,833.0,43863.61,991.39,0,2024-11-24
CON-004385,CUST-00482,GLS Luxury SUV,Midwest,583.0,111197.18,1010.25,0,2024-08-09
CON-004386,CUST-00728,E-Class Sedan,Midwest,816.0,84764.95,1636.33,0,2025-11-16
CON-004387,CUST-00480,EQE Electric,Midwest,617.0,114428.73,1303.98,0,2024-04-01
CON-004388,CUST-00065,C-Class Sedan,Southwest,599.0,64395.22,1027.75,0,2025-03-15
CON-004389,CUST-00008,GLE SUV,Northeast,692.0,92557.32,1194.7,0,2024-04-15
CON-004390,CUST-00301,C-Class Sedan,Southeast,602.0,52398.79,1740.15,15,2024-09-01
CON-004391,CUST-00343,E-Class Sedan,Northeast,715.0,87558.93,647.18,0,2024-10-31
CON-004392,CUST-00431,E-Class Sedan,Northeast,827.0,46014.79,770.03,0,2025-07-08
CON-004393,CUST-00424,C-Class Sedan,Pacific,676.0,35176.85,1751.29,0,2025-08-20
CON-004394,CUST-00332,GLE SUV,Southwest,612.0,"$114,180.20 USD",1744.52,0,2024-04-06
CON-004395,CUST-00438,C-Class Sedan,Pacific,714.0,82166.02,730.32,0,2025-04-21
CON-004396,CUST-00588,GLS Luxury SUV,Southwest,834.0,113789.96,688.64,0,2024-09-22
CON-004397,CUST-00174,S-Class Luxury,Northeast,712.0,63375.68,1047.41,0,2025-07-28
CON-004398,CUST-00559,EQE Electric,Northeast,817.0,62861.82,564.63,0,2024-04-12
CON-004399,CUST-00527,GLS Luxury SUV,Southwest,594.0,69055.68,1351.37,0,2024-09-10
CON-004400,CUST-00873,S-Class Luxury,Northeast,705.0,95013.48,600.74,0,2025-03-30
CON-004401,CUST-00659,EQE Electric,Northeast,596.0,83093.73,575.44,0,2025-05-27
CON-004402,CUST-00026,EQE Electric,Southeast,629.0,113655.17,1130.74,0,2025-10-27
CON-004403,CUST-00820,EQE Electric,Pacific,714.0,37162.48,1745.12,0,2025-05-07
CON-004404,CUST-00605,E-Class Sedan,Pacific,697.0,95196.65,1054.83,0,2024-09-17
CON-004405,CUST-00406,EQE Electric,Pacific,639.0,63077.85,963.43,0,2024-02-04
CON-004406,CUST-00232,GLE SUV,Midwest,704.0,50319.86,1797.34,0,2025-01-15
CON-004407,CUST-00533,C-Class Sedan,Southeast,695.0,78383.63,1191.56,45,2025-01-31
CON-004408,CUST-00819,GLE SUV,Pacific,752.0,77930.42,987.81,0,2024-01-27
CON-004409,CUST-00550,C-Class Sedan,Pacific,766.0,46645.94,1001.62,0,2024-11-01
CON-004410,CUST-00788,GLS Luxury SUV,Southeast,667.0,52161.16,753.45,0,2025-11-29
CON-004411,CUST-00505,GLS Luxury SUV,Northeast,,69694.0,1165.89,0,2025-11-01
CON-004412,CUST-00669,C-Class Sedan,Pacific,761.0,69748.97,1070.51,0,2025-08-03
CON-004413,CUST-00179,GLE SUV,Northeast,747.0,61992.44,852.03,0,2024-06-13
CON-004414,CUST-00132,C-Class Sedan,Pacific,760.0,47626.34,708.7,0,2024-09-14
CON-004415,CUST-00823,EQE Electric,Southwest,709.0,35371.76,904.61,0,2024-04-11
CON-004416,CUST-00455,E-Class Sedan,Midwest,728.0,117469.98,1161.29,0,2025-03-30
CON-004417,CUST-00348,GLS Luxury SUV,Pacific,788.0,115197.43,575.83,15,2024-07-11
CON-004418,CUST-00540,E-Class Sedan,Southwest,690.0,76110.28,699.87,0,2024-10-25
CON-004419,CUST-00772,EQE Electric,Southeast,716.0,119579.4,1731.95,0,2024-01-21
CON-004420,CUST-00406,EQE Electric,Southwest,790.0,92260.62,1205.71,0,2024-02-14
CON-004421,CUST-00076,GLS Luxury SUV,Southeast,725.0,40852.89,582.48,0,2025-04-24
CON-004422,CUST-00941,GLS Luxury SUV,Pacific,663.0,45006.05,1401.01,0,2025-05-10
CON-004423,CUST-00579,EQE Electric,Southeast,609.0,112869.42,580.34,0,2025-11-13
CON-004424,CUST-00854,S-Class Luxury,Southwest,644.0,88554.44,1460.54,0,2025-11-20
CON-004425,CUST-00492,E-Class Sedan,Midwest,,106670.61,1474.95,0,2024-08-10
CON-004426,CUST-00194,E-Class Sedan,Northeast,790.0,111352.92,1346.4,0,2024-10-25
CON-004427,CUST-00984,S-Class Luxury,Northeast,801.0,73075.07,1451.87,0,2025-04-25
CON-004428,CUST-00162,GLE SUV,Midwest,669.0,39124.71,614.36,0,2024-01-24
CON-004429,CUST-00347,E-Class Sedan,Northeast,,51003.83,1444.81,0,2024-12-03
CON-004430,CUST-00951,C-Class Sedan,Pacific,751.0,40658.62,677.69,0,2024-03-24
CON-004431,CUST-00361,EQE Electric,Pacific,809.0,51042.89,941.36,30,2024-02-29
CON-004432,CUST-00769,EQE Electric,Southwest,656.0,69895.3,1725.57,0,2024-10-14
CON-004433,CUST-00584,S-Class Luxury,Southwest,647.0,45046.73,1153.74,0,2025-09-25
CON-004434,CUST-00087,E-Class Sedan,Southeast,671.0,49172.33,1757.65,0,2025-05-31
CON-004435,CUST-00934,GLE SUV,Southwest,667.0,72894.85,615.6,0,2024-06-02
CON-004436,CUST-00262,E-Class Sedan,Pacific,629.0,63914.53,1120.82,0,2024-10-07
CON-004437,CUST-00214,EQE Electric,Southwest,682.0,74750.94,581.12,0,2025-03-09
CON-004438,CUST-00665,GLS Luxury SUV,Northeast,625.0,71479.62,1319.27,0,2024-12-07
CON-004439,CUST-00722,C-Class Sedan,Southeast,758.0,89780.63,602.32,0,2024-03-26
CON-004440,CUST-00913,S-Class Luxury,Southeast,846.0,114661.11,727.98,0,2025-08-09
CON-004441,CUST-00573,GLS Luxury SUV,Pacific,847.0,44168.47,836.48,0,2024-07-09
CON-004442,CUST-00780,GLE SUV,Southwest,587.0,43437.11,1473.37,0,2024-09-08
CON-004443,CUST-00262,GLS Luxury SUV,Northeast,844.0,107488.52,713.15,30,2024-03-08
CON-004444,CUST-00730,GLS Luxury SUV,Southwest,657.0,78043.72,1600.62,0,2024-05-25
CON-004445,CUST-00283,GLE SUV,Midwest,819.0,100144.43,671.48,0,2025-09-25
CON-004446,CUST-00648,GLS Luxury SUV,Southwest,837.0,53310.86,545.82,15,2025-07-07
CON-004447,CUST-00467,S-Class Luxury,Pacific,,105453.32,1013.56,0,2025-10-23
CON-004448,CUST-00380,EQE Electric,Southwest,710.0,113526.96,1773.27,0,2025-07-27
CON-004449,CUST-00362,E-Class Sedan,Southeast,840.0,89016.06,643.44,0,2024-09-11
CON-004450,CUST-00449,GLS Luxury SUV,Northeast,821.0,43999.72,632.23,15,2024-05-10
CON-004451,CUST-00441,S-Class Luxury,Pacific,,111100.06,1476.52,0,2025-01-11
CON-004452,CUST-00093,E-Class Sedan,Midwest,726.0,102361.46,905.81,0,2025-06-15
CON-004453,CUST-00621,E-Class Sedan,Northeast,849.0,98824.61,1432.47,0,2024-07-17
CON-004454,CUST-00753,GLS Luxury SUV,Northeast,728.0,38121.9,760.01,0,2024-08-08
CON-004455,CUST-00867,S-Class Luxury,Southeast,607.0,102911.81,1098.09,30,2025-02-13
CON-004456,CUST-00424,EQE Electric,Southeast,728.0,46725.84,844.88,0,2025-10-04
CON-004457,CUST-00142,GLS Luxury SUV,Southeast,761.0,53902.82,1086.99,30,2024-06-19
CON-004458,CUST-00291,GLE SUV,Pacific,745.0,84056.46,1499.83,0,2024-05-24
CON-004459,CUST-00432,E-Class Sedan,Southwest,596.0,57523.37,1490.61,0,2025-05-02
CON-004460,CUST-00749,GLS Luxury SUV,Northeast,729.0,91214.6,1170.5,30,2024-12-19
CON-004461,CUST-00852,E-Class Sedan,Southwest,624.0,86685.99,1706.88,0,2024-06-29
CON-004462,CUST-00824,S-Class Luxury,Southwest,768.0,44192.72,842.92,0,2024-06-09
CON-004463,CUST-00689,C-Class Sedan,Southeast,718.0,90761.24,812.4,0,2025-04-08
CON-004464,CUST-00653,GLS Luxury SUV,Southwest,640.0,113536.17,1297.95,0,2024-02-29
CON-004465,CUST-00701,EQE Electric,Northeast,612.0,48694.34,1307.69,0,2024-08-02
CON-004466,CUST-00998,GLS Luxury SUV,Northeast,691.0,85750.27,560.5,15,2025-08-02
CON-004467,CUST-00049,E-Class Sedan,Midwest,616.0,64058.56,1290.11,0,2024-07-10
CON-004468,CUST-00302,S-Class Luxury,Pacific,679.0,74066.99,986.77,15,2025-05-02
CON-004469,CUST-00881,GLE SUV,Southwest,602.0,59395.02,1471.68,0,2024-08-12
CON-004470,CUST-00190,EQE Electric,Pacific,797.0,65101.1,1550.54,0,2025-01-26
CON-004471,CUST-00136,S-Class Luxury,Pacific,668.0,37457.5,1217.8,0,2025-12-09
CON-004472,CUST-00555,GLS Luxury SUV,Pacific,788.0,118431.9,502.22,0,2024-06-09
CON-004473,CUST-00404,GLE SUV,Pacific,816.0,88107.99,1327.28,0,2025-03-30
CON-004474,CUST-00892,S-Class Luxury,Northeast,788.0,77559.98,1473.55,0,2024-04-20
CON-004475,CUST-00865,C-Class Sedan,Southwest,,67615.8,823.68,0,2024-02-28
CON-004476,CUST-00602,EQE Electric,Midwest,657.0,80846.84,1104.04,0,2025-06-28
CON-004477,CUST-00807,E-Class Sedan,Pacific,677.0,67309.01,1755.44,0,2025-07-06
CON-004478,CUST-00341,S-Class Luxury,Midwest,673.0,65592.17,887.55,0,2025-11-03
CON-004479,CUST-00757,S-Class Luxury,Northeast,659.0,74435.46,790.1,0,2024-01-29
CON-004480,CUST-00945,C-Class Sedan,Northeast,617.0,58458.56,774.11,0,2024-07-03
CON-004481,CUST-00704,GLS Luxury SUV,Southeast,807.0,50304.24,1226.44,0,2024-08-11
CON-004482,CUST-00318,EQE Electric,Pacific,713.0,82311.5,1734.72,0,2024-12-22
CON-004483,CUST-00618,EQE Electric,Southeast,775.0,106635.06,1291.3,0,2025-05-06
CON-004484,CUST-00363,E-Class Sedan,Midwest,680.0,47990.4,894.32,0,2025-08-20
CON-004485,CUST-00822,S-Class Luxury,Southwest,654.0,37782.42,1330.14,0,2025-07-31
CON-004486,CUST-00382,GLE SUV,Southeast,787.0,55979.0,1312.29,0,2024-04-23
CON-004487,CUST-00233,S-Class Luxury,Northeast,662.0,118276.25,1276.0,30,2025-01-12
CON-004488,CUST-00777,E-Class Sedan,Pacific,722.0,105444.44,707.25,0,2024-10-11
CON-004489,CUST-00344,S-Class Luxury,Midwest,635.0,85648.61,1324.94,30,2024-04-06
CON-004490,CUST-00549,C-Class Sedan,Northeast,790.0,113986.16,1059.21,0,2024-05-03
CON-004491,CUST-00817,S-Class Luxury,Southwest,758.0,72848.72,524.17,0,2024-06-04
CON-004492,CUST-00553,S-Class Luxury,Pacific,637.0,118578.85,1201.69,0,2024-04-19
CON-004493,CUST-00529,GLE SUV,Southwest,652.0,60185.67,1786.05,0,2024-02-22
CON-004494,CUST-00856,C-Class Sedan,Southwest,794.0,55425.99,954.66,15,2024-06-22
CON-004495,CUST-00789,C-Class Sedan,Pacific,845.0,89234.1,1755.23,45,2025-11-09
CON-004496,CUST-00819,S-Class Luxury,Pacific,652.0,67143.09,625.07,30,2025-08-10
CON-004497,CUST-00571,EQE Electric,Southwest,813.0,88241.07,1452.19,15,2024-11-09
